Sex,Fur,Eyes,Eyewear,Top,Neck,Head,Mouth,Nose,Ears,Expression,Background,Music,Dance
Male,Red,Heart (Red),,FLUF Jacket,,,Lollipop,Bull Ring,Steel Studs,Anger,Mystic Valley,Coffee and Carrots,Groove
Male,Peppermint,Brown,Bug Eye Glasses,,Bowtie (Black),,,Bull Ring,Diamond Studs,Blank,The Wall,How Could You,Side To Side
Male,Grey,Yellow,,White Singlet,Bowtie (Gold),Tuft (Black),Carrot,Gold Stud,Gold Bows,Mouth Open (Right),Swamp,Floating or Flying,Round
Male,Brown,Green,Speed Glasses,Puffer Jacket,,Mohawk (Base),Cigarette,Steel Ring,Gold Rings,Mouth Open (Right),Tiki,Desert Digging,Subtle Nod
Male,Darkness,Dead,,Puffer Jacket,Bowtie (Gold),,,Clown Nose,Red Ribbon,Grin,Spaceship,Space Fluffle,Side To Side
Male,Winter,Blue,,,Bowtie (Red),Sombrero,Pipe,Bull Ring,Steel Rings,Mouth Open (Right) + Wink,Mansion,Disco Rabbit,Subtle Nod
Male,Winter,Red,,FLUF Jacket,Bowtie (Black),Tuft (Black),,Steel Ring,Red Ribbon,Blank,Pass,Eating Carrots in the Dark,Subtle Nod
Female,Black & White,Green,Bug Eye Glasses,Puffer Jacket,Bowtie (Gold),Tuft (Black),Cigarette,Steel Ring,Diamond Studs,Mouth Open (Right),Pass,Beyond the Gates,Bob
Male,Darkness,Dead,,Voxel Rabbit Singlet,,Mohawk (Black),Lip Piercings,Steel Ring,Red Ribbon,Smile + Wink,Spaceship,Eating Carrots in the Dark,Groove
Male,Highlighter,Scribble,,Red Balloon Singlet,Bowtie (Red),Army Helmet,Cigarette,Gold Ring,Steel Rings & Studs,Mouth Open (Right),Lambo,Hop With Me,Subtle Nod
Male,Zebra,Cat (Brown),Designer Glasses,,Gold Chain,Cowboy Hat,,Bone,Steel Studs,Sad,Mansion,Coffee and Carrots,Side To Side
Male,Camo,Blast,,,Bowtie (Red),Afro (Ginger),Joint,Bone,Steel Rings,Mouth Open (Right),Dunes,I Like to Party,Side Nod
Male,Moody Blue,Thirties,Dive Goggles,Puffer Jacket,,,Party Horn,,Gold Rings & Studs,Anger,Spaceship,Eating Carrots in the Dark,Side To Side
Female,Grey,Fire,Shutter Glasses,Voxel Rabbit Singlet,Lei,,,Diamond Stud,,Blank,Dunes,What the FLUF,Bob
Female,Brown,Red (Dilated),,Boob Tube,Glowstick Necklace,Beanie,,,Gold Rings & Studs,Smile,Lambo,Ear Wobbler,Round
Male,Winter,Green,Safety Glasses,Pink Jacket,,Afro (Base),Carrot,Gold Stud,,Mouth Open (Right) + Wink,Backalley,Run Rabbit,Subtle Nod
Female,Retro,Green,Sunglasses,,Collar (Pink),Mullet (Base),,Clown Nose,FLUF Tag,Smile + Wink,Tiki,Coffee and Carrots,Round
Male,Grinch,Purple,Shutter Glasses,Gold Jacket,,Afro (Ginger),Cigar,,Bandaged,Mouth Open (Right),The Wall,Dubhop,Groove
Male,Pheonix,Green,Aviators,,,,Pacifier,Clown Nose,Steel Studs,Mouth Open (Middle) + Wink,Markets,Back in the Burrow,Groove
Male,Sandy,Brown,3D Glasses,,FLUF Logo Chain,Flower Crown,Joint,Clown Nose,Steel Rings,Mouth Open (Right),Garden,Dubhop,Subtle Nod
Male,Peppermint,Heart (Blue),,,Headphones,Propeller Hat,Carrot,,Steel Rings & Studs,Mouth Open (Right),Lambo,Ear Wobbler,Groove
Female,Avatar,Brown,Aviators,Pink Jacket,,,,Bone,Bandaged,Blank,Pass,Hop On By,Bob
Male,Highlighter,Blue,Neon Glasses,,,Birthday Hat,,Steel Stud,Steel Studs,Blank + Wink,Thank You For Having Us,I Love FLUF,Side To Side
Male,Zebra,Blue,,FLUF Jacket,Bowtie (Gold),,Pipe,Clown Nose,Bandaged,Mouth Open (Right),Markets,Back in the Burrow,Subtle Nod
Male,Guernica,Mandala,,Red Balloon Singlet,,Flower Crown,Pipe,,Bit Ear,Mouth Open (Right),Mystic Valley,L.O.V.E.,Big Nod
Female,Tiger,Red,,,Bone Necklace,,Mooncrust Pizza,,Steel Rings,Mouth Open (Middle) + Wink,The Wall,Coffee and Carrots,Big Nod
Female,Zebra,Glowing White,Sunglasses,,,,,,Steel Rings & Studs,Smile,After Party,NFT (Instrumental),Bob
Male,Sandy,Green,,Leather Vest,Bowtie (Black),Mullet (Black),Lollipop,Diamond Stud,Steel Rings & Studs,Mouth Open (Left),Markets,Beyond the Gates,Subtle Nod
Male,Sandy,Green,Round Glasses,Red Balloon Singlet,Gold Chain,Mullet (Base),Cigarette,Diamond Stud,Gold Rings,Mouth Open (Right),Gallery,Hop On By,Bob
Male,Cow,Green,Deal With It Glasses,,Bowtie (Red),Army Helmet,,Bull Ring,,Blank,FTW (F*ck The War),L.O.V.E.,Side Nod
Male,Honeycomb,Blue,,Camo Jacket,Bowtie (Gold),Mullet (Base),Pipe,,Steel Rings & Studs,Mouth Open (Right),Garden,Run Rabbit,Groove
Female,Ice Cream,Red (Dilated),,Kimono,,FLUF Cap,Lollipop,,,Anger,Pass,Follow You,Subtle Nod
Female,Darkness,Heart (Blue),,Puffer Vest,Dog Tags,Sun Visor,Lollipop,Steel Stud,,Anger,Spaceship,Space Fluffle,Bob
Male,Marshmellow,Green,,FLUF Jacket,Bowtie (Red),,,Gold Ring,Gold Rings,Smile,Swamp,Disco Rabbit,Side To Side
Male,Black & White,Green,Bug Eye Glasses,White Singlet,Gold Chain,,,,Santa Hat,Blank,Dunes,Space Fluffle,Bob
Male,Tie Dye,Green,Speed Glasses,High Vis Vest,Bowtie (Gold),,,Steel Stud,Steel Studs,Blank,Spaceship,Electric Carrots,Side Nod
Male,Grey,Yellow,,Digital Camo Singlet,Peace Necklace,,,Steel Ring,Bandaged,Smile,Pass,Electric Carrots,Round
Male,Red,Blue,Eye Patch,Digital Camo Singlet,Collar (Black),,Whistle,Gold Ring,,Mouth Open (Middle),Swamp,Electric Carrots,Bob
Male,Honeycomb,Thirties,,High Vis Vest,,Tuft (Black),,,Steel Rings,Blank,Spaceship,Space Fluffle,Bob
Female,Tiger,Blue,Sunglasses,High Vis Vest,,,Cigarette,Diamond Stud,Gold Studs,Mouth Open (Right),Tiki,Ear Wobbler,Bob
Female,Candy Floss,Blue,Heart Glasses,,,Flower Crown,Pipe,,,Mouth Open (Right),Markets,Rabbiton,Side To Side
Male,Peppermint,Blue,Cyberpunk Glasses,Red Balloon Singlet,,,,Steel Stud,Diamond Studs,Blank,FTW (F*ck The War),Beyond the Gates,Round
Male,Tie Dye,Green,,Puffer Vest,,Flower Crown,Lollipop,Clown Nose,Steel Rings & Studs,Mouth Open (Left),Mystic Valley,Rabbiton,Groove
Female,Hirst,Blue,,,Lei,Mohawk (Base),Lollipop,Clown Nose,,Mouth Open (Left),Beach,Desert Digging,Bob
Male,Camo,Brown,Speed Glasses,Voxel Rabbit Singlet,Bowtie (Red),Sombrero,,,,Anger,Mansion,What the FLUF,Groove
Male,Grey,Hypnotic,,Leather Vest,Bowtie (Black),,Party Horn,Bloody,,Mouth Open (Left),Backalley,Hop On By,Groove
Female,Brown,Reptile (White),,Digital Camo Singlet,Collar (Pink),Tuft (Base),Joint,,,Mouth Open (Right),Swamp,Rabbiton,Bob
Male,Black & White,Glowing Red,,Puffer Jacket,Bowtie (Red),Conical Hat,Pipe,,,Mouth Open (Right),Heaven,Rabbiton,Side Nod
Female,Moody Blue,Green (Dilated),,Boob Tube,Bowtie (Red),Cowboy Hat,Lollipop,Bull Ring,Gold Rings & Studs,Mouth Open (Left) + Wink,Backalley,I Like to Party,Subtle Nod
Male,Winter,Blue,Neon Glasses,,,Tuft (Black),Cigarette,Steel Ring,Steel Rings & Studs,Mouth Open (Right),Garden,Ear Wobbler,Side Nod
Male,Cow,Fire,,,Bone Necklace,Tuft (Base),Cigarette,,Steel Rings,Mouth Open (Right),The Front,Desert Digging,Big Nod
Male,Moody Blue,Blue,Speed Glasses,,Gold Chain,,,Bull Ring,Gold Studs,Anger,Mystic Valley,Let The Story Begin,Bob
Male,Peppermint,Green,Sunglasses,,Collar (Black),Crown,,Gold Stud,Steel Studs,Blank,Mansion,Higher,Bob
Female,Brown,Red,,,VIP lanyard,Propeller Hat,,Gold Ring,,Smile,Spaceship,Desert Digging,Side To Side
Male,Red,Green,Neon Glasses,FLUF Jacket,,,Cigarette,,,Mouth Open (Right),Tiki,Beyond the Gates,Groove
Female,Tiger,Red,Shutter Glasses,Red Balloon Singlet,Clock Necklace,,Lollipop,Diamond Stud,Red Ribbon,Anger,Spaceship,Ear Wobbler,Bob
Male,Winter,Red (Dilated),Shutter Glasses,Puffer Vest,Bowtie (Black),Devil Horns,,,Bit Ear,Blank,Swamp,Follow You,Subtle Nod
Male,Pheonix,Blue,Neon Glasses,Sign My Carrot Singlet,Lei,,,Bull Ring,Steel Studs,Blank,Star Explorer,Back in the Burrow,Round
Female,Black & White,Green,Sunglasses,Pink Jacket,Bowtie (Black),Conical Hat,Lip Piercings,,Steel Studs,Smile,FLUF Haus Miami 2021,Hop With Me,Side Nod
Male,Winter,Cat (Blue),Shutter Glasses,Camo Jacket,,Mullet (Black),,,Steel Rings & Studs,Blank,Backalley,Follow You,Big Nod
Female,Sandy,Fire,,,Gold Chain,FLUF Cap,Lip Piercings,Diamond Stud,Steel Studs,Smile + Wink,FLUF Haus Miami 2021,How Could You,Big Nod
Male,Moody Blue,Green,,FLUF Jacket,,FLUF Cap,,Gold Ring,Steel Studs,Blank,Lambo,Latin Fiesta,Subtle Nod
Male,Brown,Reptile (Yellow),,,Bowtie (Black),Devil Horns,,Steel Ring,Bit Ear,Sad,Heaven,Space Fluffle,Big Nod
Male,Tiger,Glowing White,,,,Mohawk (Base),Joint,Clown Nose,,Mouth Open (Right),Spaceship,Hop On By,Big Nod
Male,Camo,Blue,3D Glasses,,,Conical Hat,Party Horn,Bull Ring,FLUF Tag,Mouth Open (Left),Garden,Higher,Groove
Male,Peppermint,Green,Speed Glasses,Pink Jacket,Bone Necklace,Sombrero,,,FLUF Tag,Blank,Mansion,Eating Carrots in the Dark,Groove
Male,Grey,Yellow,,Voxel Rabbit Singlet,Bowtie (Red),Mohawk (Red),Tongue Out,Gold Stud,Red Ribbon,Grin,Backalley,Beyond the Gates,Groove
Female,Red,Cat (Blue),,Yellow Rabbit Singlet,,Birthday Hat,,Bull Ring,Steel Studs,Grin,Heaven,Coffee and Carrots,Groove
Male,Tiger,Portal,,,Lei,,Pipe,Bloody,Diamond Cross Earring,Mouth Open (Right) + Wink,Thank You For Having Us,Floating or Flying,Big Nod
Female,Winter,Brown,Shutter Glasses,FLUF Jacket,,Mullet (Base),,,Gold Bows,Blank,FLUF Haus Miami 2021,FLUF Ocean,Side Nod
Male,Winter,Green (Dilated),Shutter Glasses,Flannel Jacket,,,Lollipop,Clown Nose,,Anger,The Wall,How Could You,Side To Side
Female,Sandy,Red (Dilated),,,Clock Necklace,,Lollipop,,Red Ribbon,Mouth Open (Left),Swamp,Run Rabbit,Side To Side
Female,Cheetah,Reptile (Yellow),,Sign My Carrot Singlet,,Tennis Hat,Pipe,Steel Stud,Steel Rings,Mouth Open (Right),Dunes,NFT (Instrumental),Bob
Male,Moody Blue,Blue,,,Lei,Conical Hat,Whistle,Bone,Gold Studs,Mouth Open (Middle),Beach,Ear Wobbler,Side To Side
Male,Tie Dye,Reptile (White),Fake Eyelashes,,,,Pipe,Clown Nose,FLUF Tag,Mouth Open (Right) + Wink,Spaceship,Eating Carrots in the Dark,Groove
Male,Camo,Brown,Eye Patch,Digital Camo Singlet,Bowtie (Gold),Conical Hat,Cigarette,Steel Ring,,Mouth Open (Right),Backalley,Coffee and Carrots,Side To Side
Male,Grey,Blue,Sunglasses,Leather Vest,,Sun Visor,Cigar,,,Mouth Open (Right),Tiki,Disco Rabbit,Side Nod
Male,Peppermint,Brown,,Voxel Rabbit Singlet,Clock Necklace,Sombrero,Cigar,Steel Ring,Steel Rings & Studs,Mouth Open (Right),Beach,I Like to Party,Subtle Nod
Male,Sky,Green,Bug Eye Glasses,FLUF Jacket,FLUF Logo Chain,Tuft (Base),,Steel Stud,Steel Studs,Sad,Tiki,I Like to Party,Groove
Male,Cow,Brown,Heart Glasses,,Bone Necklace,Conical Hat,Pacifier,Diamond Stud,,Mouth Open (Middle),Garden,Electric Carrots,Big Nod
Female,Sandy,Green,,Boob Tube,Bowtie (Red),Mohawk (Red),,Diamond Stud,FLUF Tag,Grin + Wink,Spaceship,Ear Wobbler,Side To Side
Female,Tie Dye,Brown,Heart Glasses,Sign My Carrot Singlet,,Beanie,Joint,,Steel Studs,Mouth Open (Right),After Party,Hop With Me,Subtle Nod
Male,Darkness,Heart (Blue),,Sign My Carrot Singlet,,FLUF Cap,Joint,Gold Ring,Gold Bows,Mouth Open (Right),Tiki,Coffee and Carrots,Bob
Male,Marshmellow,Blue,,Puffer Jacket,,,Pipe,Steel Stud,Gold Rings,Mouth Open (Right),Heaven,Rabbiton,Side To Side
Male,Cow,Fire,,High Vis Vest,Bowtie (Gold),Propeller Hat,Pipe,Clown Nose,,Mouth Open (Right),Swamp,Rabbiton,Groove
Female,Guernica,Blast,,Dress,Gold Chain,Flower Crown,Lip Piercings,Bull Ring,,Smile,ASTO Discovery Portal,Stardust,Side Nod
Male,Blue Blood,Red (Dilated),Shutter Glasses,,,,Carrot,Steel Stud,,Mouth Open (Right),Markets,Dubhop,Side Nod
Female,Tiger,Blue,Bug Eye Glasses,,,Devil Horns,Lollipop,,Steel Studs,Mouth Open (Left),Garden,I Like to Party,Subtle Nod
Male,Cow,Brown,,,Bowtie (Gold),Mohawk (Base),Cigar,Bloody,FLUF Tag,Mouth Open (Right),Dancing in the Shroomlight,Wouldn't It Be,Big Nod
Male,Peppermint,Brown,,Voxel Rabbit Singlet,Bowtie (Black),Mohawk (Base),Joint,,Gold Bows,Mouth Open (Right),FTW (F*ck The War),Ear Wobbler,Bob
Male,Ice Cream,Green,Heart Glasses,White Singlet,Lei,Tuft (Base),Pipe,,,Mouth Open (Right),Mystic Valley,NFT (Instrumental),Round
Male,Grey,Heart (Red),,Dress,Glowstick Necklace,FLUF Cap,Pacifier,,Gold Rings & Studs,Mouth Open (Middle) + Wink,FTW (F*ck The War),Follow You,Subtle Nod
Male,Smoothie,Red,,,Bowtie (Red),Mullet (Black),,Steel Stud,Bandaged,Blank,Pass,FLUF You Up,Side To Side
Male,Black & White,Cat (Blue),,Yellow Rabbit Singlet,Glowstick Necklace,Cowboy Hat,,Bull Ring,Steel Studs,Anger,Backalley,Disco Rabbit,Side Nod
Male,Peppermint,Green (Dilated),Star Glasses,Black FLUF Singlet,Dog Tags,Mohawk (Black),,Steel Stud,Gold Studs,Blank,Dunes,What the FLUF,Subtle Nod
Male,Grey,Dollars,,Tie Dye Singlet,Gold Dollar Chain,Sun Visor,Carrot,Gold Stud,,Mouth Open (Right) + Wink,Lambo,Rabbiton,Subtle Nod
Male,Sandy,Xs,,Puffer Vest,Bowtie (Black),Bandana,,Bull Ring,,Sad,Spaceship,Electric Carrots,Big Nod
Male,Winter,Blue,,Pink Jacket,Bowtie (Black),Pirate Hat,Lollipop,Steel Ring,Steel Rings & Studs,Mouth Open (Left) + Wink,Dunes,Disco Rabbit,Side To Side
Male,Zebra,Blue,3D Glasses,White Singlet,Collar (Black),,Cigar,Steel Stud,FLUF Tag,Mouth Open (Right),Spaceship,Run Rabbit,Side To Side
Male,Peppermint,Reptile (Yellow),Dive Goggles,Puffer Jacket,,,Pipe,,Gold Bows,Mouth Open (Right),Lambo,What the FLUF,Subtle Nod
Female,Black & White,Blue,,Yellow Rabbit Singlet,Peace Necklace,,Lollipop,Steel Ring,FLUF Tag,Mouth Open (Left),Dunes,Hop With Me,Round
Male,Darkness,Fire,Shutter Glasses,Flannel Jacket,Bowtie (Black),Pirate Hat,Whistle,Gold Ring,,Mouth Open (Middle) + Wink,Dunes,Run Rabbit,Round
Female,Hawk,Dollars,,,Headphones,,Lipstick,Steel Stud,Gold Bows,Grin,Backalley,Floating or Flying,Subtle Nod
Male,Marshmellow,Blue,Sunglasses,,Bowtie (Gold),,Lip Piercings,Bull Ring,Gold Bows,Smile + Wink,Mansion,I Like to Party,Bob
Male,Tie Dye,Purple,,High Vis Vest,,Cowboy Hat,Lollipop,Steel Stud,,Anger,Tiki,Dubhop,Subtle Nod
Female,Ice Cream,Brown,,Tie Dye Singlet,Collar (Pink),Afro (Black),,,Gold Studs,Blank,Garden,Dubhop,Subtle Nod
Male,Marshmellow,Purple,,Digital Camo Singlet,Collar (Pink),,Lipstick,Steel Ring,Bit Ear,Blank,Backalley,Ear Wobbler,Bob
Male,Winter,Blue,Shutter Glasses,,FLUF Logo Chain,,Party Horn,,Steel Studs,Anger,Heaven,Back in the Burrow,Side To Side
Female,Cheetah,Red,,Camo Jacket,Bowtie (Black),,,Steel Stud,FLUF Tag,Blank,Lambo,Follow You,Groove
Male,Grey,Purple,,Camo Jacket,Bowtie (Gold),Conical Hat,Carrot,Bone,,Mouth Open (Right),FLUF Haus Miami 2021,FLUF Ocean,Subtle Nod
Female,Brown,Heart (Blue),,White Singlet,Peace Necklace,Army Helmet,Lollipop,,Gold Rings,Mouth Open (Left),Beach,Space Fluffle,Side Nod
Female,Hawk,Yellow,Shutter Glasses,Dress,,Conical Hat,,Bull Ring,,Grin,Spaceship,Let It Go,Big Nod
Male,Tiger,Brown,Heart Glasses,Puffer Vest,Greenstone,Mullet (Base),,,,Blank,Swamp,FLUF You Up,Subtle Nod
Female,Black & White,Green (Dilated),Fake Eyelashes,,Glowstick Necklace,,Carrot,Bull Ring,,Mouth Open (Right),Gallery,Reggae Rabbits,Groove
Male,Tiger,Brown,,Puffer Jacket,,Mullet (Base),Tongue Out,,,Smile,Garden,Follow You,Side To Side
Male,Marshmellow,Green,Speed Glasses,,Lei,,,Diamond Stud,Bandaged,Blank + Wink,ASTO Discovery Portal,I Love FLUF,Groove
Male,Black & White,Green,Heart Glasses,Boob Tube,Dog Tags,Devil Horns,Carrot,Steel Stud,FLUF Tag,Mouth Open (Right),Dunes,Desert Digging,Subtle Nod
Male,Sky,Reptile (Yellow),,White Singlet,VIP lanyard,Flower Crown,Pipe,,Steel Rings & Studs,Mouth Open (Right),Thank You For Having Us,I Love FLUF,Groove
Male,Smoothie,Blue,Round Glasses,,,,Lipstick,Gold Ring,Gold Rings,Blank,Backalley,Beyond the Gates,Groove
Female,Barney,Yellow,,Sign My Carrot Singlet,Bowtie (Gold),Flower Crown,Joint,Gold Ring,Steel Studs,Mouth Open (Right),Spaceship,Coffee and Carrots,Big Nod
Male,Tiger,Blue,Aviators,,Bowtie (Red),Halo,Whistle,Bull Ring,Santa Hat,Mouth Open (Middle),The Wall,Follow You,Groove
Male,Black & White,Fire,,Flannel Jacket,Bowtie (Gold),Conical Hat,,Steel Ring,Steel Rings,Smile,Markets,Eating Carrots in the Dark,Bob
Female,Orange,Green,,,Bowtie (Red),Mullet (Orange),Pacifier,,Bandaged,Mouth Open (Middle),Swamp,Follow You,Bob
Male,Red,Fire,,,,FLUF Cap,Lip Piercings,,Gold Rings,Smile,Swamp,Desert Digging,Big Nod
Male,Moody Blue,Purple,Designer Glasses,,FLUF Logo Chain,,Lipstick,Steel Ring,Bit Ear,Blank,Tiki,Dubhop,Groove
Male,Ice Cream,Green,Sunglasses,FLUF Jacket,Bowtie (Black),Devil Horns,,,,Blank,Backalley,Electric Carrots,Big Nod
Male,Brown,Blue,Bug Eye Glasses,Yellow Rabbit Singlet,Bowtie (Red),Devil Horns,Joint,Steel Stud,,Mouth Open (Right),Markets,Rabbiton,Groove
Male,Camo,Reptile (White),Cyberpunk Glasses,,VIP lanyard,Halo,,Diamond Stud,,Blank,Pass,Space Fluffle,Bob
Male,Grey,Blue,Star Glasses,Leather Vest,,Flower Crown,Whistle,Steel Stud,,Mouth Open (Middle) + Wink,Mystic Valley,Desert Digging,Big Nod
Male,Smoothie,Reptile (Yellow),,FLUF Jacket,,Tuft (Base),Pipe,Bone,,Mouth Open (Right),Lambo,Ear Wobbler,Round
Male,Darkness,Demon,Designer Glasses,Flannel Jacket,,,,Steel Ring,Gold Bows,Blank + Wink,Gallery,Back in the Burrow,Side Nod
Male,Black & White,Mandala,,Puffer Vest,,Bandana,,,Steel Rings & Studs,Sad,Beach,FLUF You Up,Side Nod
Female,Cow,Yellow,,Boob Tube,Collar (Black),Mullet (Orange),,Gold Stud,,Blank,Markets,Desert Digging,Round
Male,Hirst,Brown,Heart Glasses,Puffer Jacket,,Beanie,Joint,,,Mouth Open (Right),Heaven,Hop On By,Subtle Nod
Female,Grey,Purple Rings,,,Lei,FLUF Cap,Lipstick,Gold Ring,Steel Studs,Blank,Heaven,Dubhop,Groove
Male,Retro,Portal,,Digital Camo Singlet,,Tuft (Blonde),Cigar,Bull Ring,,Mouth Open (Right),Backalley,Run Rabbit,Side To Side
Male,Candy Floss,Green,Shutter Glasses,,Bowtie (Red),Mohawk (Base),Cigar,,Steel Rings,Mouth Open (Right),Lambo,FLUF You Up,Big Nod
Male,Holographic,Reptile (Cream),,High Vis Vest,,Tuft (Black),Carrot,,,Mouth Open (Right),Mansion,Hop On By,Round
Female,Zebra,Green,Sunglasses,Puffer Jacket,Bowtie (Red),Conical Hat,,,Gold Studs,Anger,Gallery,Eating Carrots in the Dark,Bob
Male,Red,Cat (Brown),Shutter Glasses,Digital Camo Singlet,,,,Bone,,Sad,Gallery,Beyond the Gates,Bob
Male,Orange,Blue,Bug Eye Glasses,,,Beanie,Lollipop,,,Anger,Dunes,Run Rabbit,Subtle Nod
Male,Sky,Green,Neon Glasses,White Singlet,Clock Necklace,,,Bull Ring,Steel Rings & Studs,Anger,Spaceship,FLUF You Up,Big Nod
Male,Tiger,Green,,FLUF Jacket,Bowtie (Red),Sombrero,,Diamond Stud,,Blank,Dunes,Disco Rabbit,Subtle Nod
Male,Brown,Green,Designer Glasses,Black FLUF Singlet,,Birthday Hat,Cigar,Steel Ring,Steel Rings,Mouth Open (Right),Swamp,Follow You,Round
Male,Grey,Green,,Pink Jacket,,Afro (Base),,Steel Ring,FLUF Tag,Smile + Wink,Thank You For Having Us,Hop On By,Bob
Male,Brown,Red (Dilated),,White Singlet,Headphones,,Carrot,,Gold Rings,Mouth Open (Right) + Wink,The Front,How Could You,Bob
Female,Brown,Cat (Blue),Designer Glasses,Leather Vest,Collar (Pink),Flower Crown,Joint,Bull Ring,Steel Rings,Mouth Open (Right),Garden,Floating or Flying,Side To Side
Male,Grey,Cat (Blue),Designer Glasses,,,Afro (Base),,,Steel Rings,Grin,Tiki,Electric Carrots,Subtle Nod
Male,Sky,Dollars,,,Bowtie (Gold),Bandana,Demon Mask,,,Blank,Gallery,Electric Carrots,Side Nod
Male,Black & White,Portal,Star Glasses,,,Beanie,,Diamond Stud,Gold Rings,Blank,ASTO Discovery Portal,Stardust,Side Nod
Female,Winter,Green,,Yellow Rabbit Singlet,Collar (Black),FLUF Cap,Lipstick,,Gold Rings,Blank,Beach,Ear Wobbler,Round
Male,Darkness,Demon,Sunglasses,Camo Jacket,,,Pipe,Gold Ring,Diamond Cross Earring,Mouth Open (Right),Heaven,Electric Carrots,Bob
Female,Raspberry Ripple,Brown,Sunglasses,Yellow Rabbit Singlet,,Propeller Hat,Lollipop,Bull Ring,,Anger,Mansion,Hop With Me,Groove
Male,Orange,Mandala,,Voxel Rabbit Singlet,,Conical Hat,,Gold Stud,FLUF Tag,Blank,Tiki,Coffee and Carrots,Big Nod
Male,Winter,Green,Shutter Glasses,,Bone Necklace,,,Steel Ring,,Anger,FTW (F*ck The War),Let The Story Begin,Subtle Nod
Male,Black & White,Purple,,,VIP lanyard,Tennis Hat,Pacifier,Bone,Gold Bows,Mouth Open (Middle),Lambo,Higher,Round
Male,Sky,Brown,,Kimono,Collar (Black),Tennis Hat,Mooncrust Pizza,,Steel Rings,Mouth Open (Middle),Lambo,Disco Rabbit,Bob
Male,Orange,Scribble,,Flannel Jacket,,,Tongue Out,Gold Ring,Steel Rings,Grin,FTW (F*ck The War),Rabbiton,Subtle Nod
Male,Marshmellow,Red (Dilated),Shutter Glasses,Kimono,Bowtie (Gold),,,Steel Stud,Steel Rings & Studs,Smile + Wink,Gallery,Desert Digging,Subtle Nod
Male,Brown,Green,Shutter Glasses,,,Flower Crown,Whistle,Steel Stud,Steel Studs,Mouth Open (Middle),Dunes,Run Rabbit,Round
Male,Black & White,Reptile (Yellow),,Camo Jacket,Bowtie (Red),,Lollipop,Diamond Stud,,Anger,Tiki,Dubhop,Subtle Nod
Male,Hawk,Cat (Brown),,,Lei,Pirate Hat,Carrot,Gold Stud,,Mouth Open (Right),Heaven,L.O.V.E.,Groove
Female,Sky,Blue,,Camo Jacket,,,,Gold Stud,Bit Ear,Grin + Wink,Pass,I Like to Party,Round
Female,Raspberry Ripple,Green,,,Glowstick Necklace,Devil Horns,,Bull Ring,Bandaged,Grin + Wink,Heaven,Beyond the Gates,Groove
Male,Winter,Green,,Pink Jacket,Bowtie (Black),Beer Hat,,Clown Nose,Steel Rings,Blank,Fluf Haus LA 2022,Let The Story Begin,Big Nod
Male,Darkness,Heart (Red),,Camo Jacket,Bowtie (Black),Birthday Hat,,Bone,FLUF Tag,Blank,Backalley,Follow You,Round
Male,Winter,Blue,Round Glasses,High Vis Vest,Tie,Birthday Hat,,,Steel Rings & Studs,Anger,Beach,Run Rabbit,Big Nod
Male,Black & White,Thirties,,,,Gold Cap,Lip Piercings,Gold Ring,Gold Rings & Studs,Smile,Garden,FLUF You Up,Side Nod
Male,Brown,Purple,Star Glasses,Digital Camo Singlet,,Halo,Party Horn,Steel Ring,,Mouth Open (Left),Garden,What the FLUF,Groove
Male,Winter,Portal,,Camo Jacket,,Propeller Hat,Lip Piercings,Steel Stud,Gold Studs,Smile,The Front,Messiah,Side To Side
Male,Moody Blue,Brown,Speed Glasses,,,Mullet (Orange),,Diamond Stud,Steel Studs,Sad,Party House,Back in the Burrow,Subtle Nod
Male,Sandy,Cat (Blue),Star Glasses,,Lei,Flower Crown,Cigar,,,Mouth Open (Right),Garden,Electric Carrots,Subtle Nod
Female,Smoothie,Reptile (Yellow),,Sign My Carrot Singlet,Glowstick Necklace,Afro (Base),Pacifier,Steel Ring,,Mouth Open (Middle),Thank You For Having Us,Coffee and Carrots,Groove
Male,Winter,Brown,Safety Glasses,High Vis Vest,Bowtie (Gold),Mullet (Orange),Pipe,,,Mouth Open (Right),Spaceship,Beyond the Gates,Side Nod
Male,Red,Brown,Sunglasses,,VIP lanyard,Sun Visor,Pipe,Gold Ring,Steel Rings,Mouth Open (Right),Mansion,Messiah,Bob
Female,Sandy,Glowing Red,Aviators,High Vis Vest,Bone Necklace,Mohawk (Black),,Steel Ring,Steel Rings,Blank,Garden,Disco Rabbit,Side To Side
Male,Sandy,Brown,Speed Glasses,,,Afro (Black),Joint,Steel Stud,Steel Studs,Mouth Open (Right) + Wink,Beach,Run Rabbit,Bob
Female,Zombie (Red),Demon,,,,Tuft (Black),Lip Piercings,Gold Ring,,Wonder,Heaven,Reggae Rabbits,Round
Female,Darkness,Scribble,,,Collar (Black),,Lollipop,Steel Ring,Gold Rings,Anger,Mansion,What the FLUF,Bob
Male,Cheetah,Blue,Designer Glasses,FLUF Jacket,Bowtie (Gold),Afro (Base),Party Horn,,Steel Rings & Studs,Anger,Spaceship,What the FLUF,Side Nod
Female,Brown,Brown,Sunglasses,,Bowtie (Gold),Sun Visor,Lipstick,Gold Ring,Gold Rings,Sad,Gallery,Hop On By,Bob
Male,Black & White,Purple Rings,,,Peace Necklace,FLUF Cap,Whistle,Bone,,Mouth Open (Middle),Pass,Let It Go,Groove
